hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6230.1, -21.7697, 6025.06, -174.027, 60.3705, 52.9543, 346.515, -154.137, 804.957, -177.424, 20610, 9.43298
2, 0.00000, 6230.1, -21.7697, 6025.06, -174.027, 60.3705, 52.9543, 346.514, -154.137, 804.957, -177.424, 20610, 9.43298
