hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6230.07, -21.849, 6039.79, -173.905, 375.976, 54.2942, 28.7343, -147.22, 66.127, -174.727, 43.6605, -173.611
2, 0.00000, 6230.07, -21.849, 6039.79, -173.905, 375.976, 54.2942, 28.7342, -147.22, 66.127, -174.727, 43.6605, -173.611
