hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6230.32, -21.8624, 6042.22, -173.883, 373.743, 54.3115, 348.852, -147.18, 802.916, -174.718, 530.046, -173.595
2, 0.00000, 6230.32, -21.8624, 6042.22, -173.883, 373.743, 54.3115, 348.851, -147.18, 802.916, -174.718, 530.046, -173.595
