hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6230.19, -21.7885, 6028.57, -173.997, 146.917, 53.8569, 78.5853, -152.929, 177.349, -176.325, 121.124, -175.337
2, 0.00000, 6230.19, -21.7885, 6028.57, -173.997, 146.917, 53.8569, 78.5852, -152.929, 177.349, -176.325, 121.124, -175.337
