hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6230.87, -21.8925, 6047.7, -173.832, 368.704, 54.3517, 539.672, -147.312, 1241.62, -174.749, 820.076, -173.647
2, 0.00000, 6230.87, -21.8925, 6047.7, -173.832, 368.704, 54.3517, 539.672, -147.312, 1241.63, -174.749, 820.076, -173.647
