hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6230.62, -21.879, 6045.25, -173.855, 370.956, 54.3335, 487.437, -147.27, 1121.59, -174.739, 740.673, -173.631
2, 0.00000, 6230.62, -21.879, 6045.25, -173.855, 370.956, 54.3335, 487.437, -147.27, 1121.59, -174.739, 740.673, -173.631
