hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6230.51, -21.8728, 6044.11, -173.865, 372.002, 54.3252, 66.0128, -147.555, 151.765, -174.808, 100.332, -173.743
2, 0.00000, 6230.51, -21.8728, 6044.11, -173.865, 372.002, 54.3252, 66.0128, -147.555, 151.765, -174.808, 100.332, -173.743
