hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6232.18, -22.0004, 6067.5, -173.658, 470.237, 54.4934, 437.54, -145.843, 1009.75, -174.294, 658.94, -173.337
2, 0.00000, 6232.18, -22.0004, 6067.5, -173.658, 470.237, 54.4934, 437.54, -145.843, 1009.75, -174.294, 658.94, -173.337
