hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6230.16, -21.7815, 6027.27, -174.008, 118.192, 53.6984, 515.086, -154.241, 1182.81, -177.214, 20350.7, 9.49981
2, 0.00000, 6230.16, -21.7815, 6027.27, -174.008, 118.192, 53.6984, 515.085, -154.241, 1182.81, -177.214, 20350.7, 9.49981
