hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6230.07, -21.763, 6023.82, -174.037, 2.23628, 11.7723, 70.0339, -156.3, 155.57, -177.304, 108.369, -176.362
2, 0.00000, 6230.07, -21.763, 6023.82, -174.037, 2.23628, 11.7723, 70.0338, -156.3, 155.57, -177.304, 108.369, -176.362
