hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6230.06, -21.7619, 6023.59, -174.039, 31.8088, 51.5212, 27.3346, -134.202, 90.2636, -179.53, 53.0143, -178.349
2, 0.00000, 6230.06, -21.7619, 6023.59, -174.039, 31.8088, 51.5212, 27.3346, -134.202, 90.2637, -179.53, 53.0143, -178.349
