hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6230.06, -21.7619, 6023.59, -174.039, 31.8088, 51.5212, 64.7222, -155.571, 144.3, -177.091, 100.105, -176.131
2, 0.00000, 6230.06, -21.7619, 6023.59, -174.039, 31.8088, 51.5212, 64.7221, -155.571, 144.3, -177.091, 100.105, -176.131
