hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6230.2, -21.7925, 6029.33, -173.991, 176.147, 53.9521, 37.3252, -152.215, 84.4812, -176.122, 57.459, -175.118
2, 0.00000, 6230.2, -21.7925, 6029.33, -173.991, 176.147, 53.9521, 37.3252, -152.215, 84.4812, -176.122, 57.459, -175.118
