hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6231.01, -21.8998, 6049.04, -173.82, 367.478, 54.3618, 39.2323, -147.946, 90.0871, -174.903, 59.6468, -173.898
2, 0.00000, 6231.01, -21.8998, 6049.04, -173.82, 367.478, 54.3618, 39.2322, -147.946, 90.0872, -174.903, 59.6468, -173.898
