hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6230.12, -21.7748, 6026.02, -174.019, 89.4149, 53.4404, 390.557, -154.23, 903.455, -177.368, 20542.3, 9.45079
2, 0.00000, 6230.12, -21.7748, 6026.02, -174.019, 89.4149, 53.4404, 390.557, -154.23, 903.455, -177.368, 20542.3, 9.45079
