hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6230.02, -21.8463, 6039.3, -173.91, 376.425, 54.2908, 93.3318, -147.169, 214.819, -174.715, 141.807, -173.591
2, 0.00000, 6230.02, -21.8463, 6039.3, -173.91, 376.425, 54.2908, 93.3318, -147.169, 214.819, -174.715, 141.807, -173.591
