hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6230.16, -21.7815, 6027.27, -174.008, 118.192, 53.6984, 24.3206, -153.616, 54.7243, -176.523, 37.5257, -175.545
2, 0.00000, 6230.16, -21.7815, 6027.27, -174.008, 118.192, 53.6984, 24.3205, -153.616, 54.7243, -176.523, 37.5257, -175.545
