hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6230.3, -21.8074, 6032.07, -173.967, 203.546, 54.0575, 191.896, -151.594, 435.393, -175.944, 294.997, -174.938
2, 0.00000, 6230.3, -21.8074, 6032.07, -173.967, 203.546, 54.0575, 191.896, -151.594, 435.393, -175.944, 294.997, -174.938
