hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6230.41, -21.8674, 6043.13, -173.874, 372.906, 54.3181, 389.832, -147.204, 897.173, -174.723, 592.325, -173.605
2, 0.00000, 6230.41, -21.8674, 6043.13, -173.874, 372.906, 54.3181, 389.832, -147.204, 897.174, -174.723, 592.325, -173.605
