hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6230.19, -21.7919, 6029.23, -173.992, 176.241, 53.9499, 81.0482, -152.199, 183.455, -176.118, 124.767, -175.111
2, 0.00000, 6230.19, -21.7919, 6029.23, -173.992, 176.241, 53.9499, 81.0481, -152.199, 183.455, -176.118, 124.767, -175.111
