hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6230.21, -21.7936, 6029.54, -173.989, 175.953, 53.9566, 132.37, -152.205, 299.616, -176.119, 203.772, -175.114
2, 0.00000, 6230.21, -21.7936, 6029.54, -173.989, 175.953, 53.9566, 132.37, -152.205, 299.616, -176.119, 203.772, -175.114
