hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6231.88, -21.9752, 6062.87, -173.699, 444.561, 54.4661, 1951.96, -150.826, 4468.6, -175.866, 18156.4, 9.9659
2, 0.00000, 6231.88, -21.9752, 6062.87, -173.699, 444.561, 54.4661, 1951.96, -150.826, 4468.6, -175.866, 18156.4, 9.9659
