hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6230.08, -21.8497, 6039.91, -173.904, 375.867, 54.2951, 260.173, -147.152, 598.863, -174.711, 395.298, -173.584
2, 0.00000, 6230.08, -21.8497, 6039.91, -173.904, 375.867, 54.2951, 260.173, -147.152, 598.864, -174.711, 395.298, -173.584
