hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 6231.01, -21.8998, 6049.04, -173.82, 367.478, 54.3618, 1320.3, -152.478, 3012.14, -176.399, 19117, 9.78262
2, 0.00000, 6231.01, -21.8998, 6049.04, -173.82, 367.478, 54.3618, 1320.29, -152.478, 3012.14, -176.399, 19117, 9.78262
