Element, Nterminals, Nconductors, P_1, Q_1, ...
"Line.line_75_76", 2, 3,    1535.37,    138.775,    1535.37,    138.775,    1535.37,    138.775,   -1535.32,   -138.725,   -1535.32,   -138.725,   -1535.32,   -138.725
"Line.line_75_80", 2, 3,     521.41,    43.5147,     521.41,    43.5147,     521.41,    43.5147,   -521.404,   -43.5089,   -521.404,   -43.5089,   -521.404,   -43.5089
"Line.line_76_77", 2, 3,    355.608,     29.673,    355.608,     29.673,    355.608,     29.673,   -355.606,   -29.6703,   -355.606,   -29.6703,   -355.606,   -29.6703
"Line.line_76_79", 2, 3,    298.694,    35.5499,    298.694,    35.5499,    298.694,    35.5499,   -298.692,    -35.548,   -298.692,    -35.548,   -298.692,    -35.548
"Line.line_77_78", 2, 3,    355.606,    29.6703,    355.606,    29.6703,    355.606,    29.6703,   -355.603,   -29.6677,   -355.603,   -29.6677,   -355.603,   -29.6677
"Line.line_80_81", 2, 3,    140.381,    11.7123,    140.381,    11.7123,    140.381,    11.7123,    -140.38,   -11.7119,    -140.38,   -11.7119,    -140.38,   -11.7119
"Line.line_80_82", 2, 3,    381.023,    31.7967,    381.023,    31.7967,    381.023,    31.7967,    -381.02,   -31.7937,    -381.02,   -31.7937,    -381.02,   -31.7937
"Line.line_82_83", 2, 3,     381.02,    31.7937,     381.02,    31.7937,     381.02,    31.7937,   -381.017,   -31.7906,   -381.017,   -31.7906,   -381.017,   -31.7906
"Line.line_82_84", 2, 3,    294.118,    24.5406,    294.118,    24.5406,    294.118,    24.5406,   -294.116,   -24.5388,   -294.116,   -24.5388,   -294.116,   -24.5388
"Line.line_84_85", 2, 3,    80.2136,    6.69228,    80.2136,    6.69228,    80.2136,    6.69228,   -80.2135,   -6.69216,   -80.2135,   -6.69216,   -80.2135,   -6.69216
"Line.line_84_86", 2, 3,    213.902,    17.8466,    213.902,    17.8466,    213.902,    17.8466,   -213.901,   -17.8456,   -213.901,   -17.8456,   -213.901,   -17.8456
"Line.line_10_41", 2, 3, 4.79427E-008,          0, 4.79427E-008,          0, 4.79427E-008,          0, 4.78867E-008, -1.98575E-005, 4.78867E-008, -1.98575E-005, 4.78867E-008, -1.98575E-005
"Line.line_24_52", 2, 3, 4.78958E-008,          0, 4.78958E-008,          0, 4.78958E-008,          0, 4.78267E-008, -1.98326E-005, 4.78267E-008, -1.98326E-005, 4.78267E-008, -1.98326E-005
"Line.line_52_70", 2, 3, 4.78267E-008,          0, 4.78267E-008, -3.38813E-024, 4.78267E-008,          0, 4.77821E-008, -1.98141E-005, 4.77821E-008, -1.98141E-005, 4.77821E-008, -1.98141E-005
"Line.line_37_63", 2, 3,          0,          0,          0,          0,          0,          0, 4.77978E-008, -1.98207E-005, 4.77978E-008, -1.98207E-005, 4.77978E-008, -1.98207E-005
"Line.line_63_84", 2, 3, 4.77978E-008, 3.38813E-024, 4.77978E-008,          0, 4.77978E-008,          0, 4.77692E-008, -1.98088E-005, 4.77692E-008, -1.98088E-005, 4.77692E-008, -1.98088E-005
"Transformer.homs", 2, 4,    1889.11,    152.789,    1889.11,    152.789,    1889.11,    152.789,          0,          0,   -1866.67, 1.14701E-006,   -1866.67, 1.02905E-006,   -1866.67, 1.24102E-006,          0,          0
"Transformer.umed", 2, 4,    1349.36,    109.137,    1349.36,    109.137,    1349.36,    109.137,          0,          0,   -1333.33, 8.20666E-007,   -1333.33, 7.36409E-007,   -1333.33, 8.87813E-007,          0,          0
"Transformer.volg", 2, 4,    14742.3,    2870.54,    14742.3,    2870.54,    14742.3,    2870.54,          0,          0,   -14520.9,   -1235.85,   -14520.9,   -1235.85,   -14520.9,   -1235.85,          0,          0
"Transformer.volg_102", 2, 4,    2686.02,    224.128,    2686.02,    224.128,    2686.02,    224.128,          0,          0,   -2639.41, 8.00794E-007,   -2639.41, 2.47217E-006,   -2639.41, -6.67007E-007,          0,          0
"Transformer.volg_103", 2, 4,    2686.02,    224.128,    2686.02,    224.128,    2686.02,    224.128,          0,          0,   -2639.41, 8.00794E-007,   -2639.41, 2.47217E-006,   -2639.41, -6.67007E-007,          0,          0
"Transformer.trt_1", 2, 4,    20.1301,    1.67966,    20.1301,    1.67966,    20.1301,    1.67966,          0,          0,   -19.7808, 1.27928E-008,   -19.7808, 1.67587E-008,   -19.7808, -1.03364E-008,          0,          0
"Transformer.trt_2", 2, 4,    117.374,    9.79359,    117.374,    9.79359,    117.374,    9.79359,          0,          0,   -115.337, 4.33079E-008,   -115.337, 6.13523E-008,   -115.337, 6.3181E-009,          0,          0
"Transformer.trt_3", 2, 4,    235.987,    19.6902,    235.987,    19.6902,    235.987,    19.6902,          0,          0,   -231.892, 1.09022E-007,   -231.892, 6.86123E-008,   -231.892, 4.33791E-008,          0,          0
"Transformer.trt_4", 2, 4,    191.059,    15.9416,    191.059,    15.9416,    191.059,    15.9416,          0,          0,   -187.744, 1.73958E-007,   -187.744, -2.46667E-007,   -187.744, 2.51459E-007,          0,          0
"Transformer.trt_5", 2, 4,    180.996,    15.1019,    180.996,    15.1019,    180.996,    15.1019,          0,          0,   -177.855, 1.65938E-007,   -177.855, -2.43148E-007,   -177.855, 2.46395E-007,          0,          0
"Transformer.trt_6", 2, 4,    134.067,    11.1862,    134.067,    11.1862,    134.067,    11.1862,          0,          0,    -131.74, 4.01735E-008,    -131.74, 5.7014E-008,    -131.74, 2.80475E-008,          0,          0
"Transformer.trt_7", 2, 4,    398.832,    33.2775,    398.832,    33.2775,    398.832,    33.2775,          0,          0,   -391.912, 7.39754E-007,   -391.912, -4.27138E-007,   -391.912, 5.96242E-008,          0,          0
"Transformer.trt_8", 2, 4,    191.038,    15.9397,    191.038,    15.9397,    191.038,    15.9397,          0,          0,   -187.722, 1.66354E-007,   -187.722, -2.35323E-007,   -187.722, 2.47273E-007,          0,          0
"Transformer.trt_9", 2, 4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
"Transformer.trt_10", 2, 4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
"Transformer.trt_11", 2, 4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
"Transformer.trt_12", 2, 4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
"Transformer.trt_13", 2, 4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
"Transformer.trt_14", 2, 4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
"Transformer.trt_15", 2, 4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
"Transformer.trt_16", 2, 4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
"Transformer.trt_17", 2, 4,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
"Transformer.trt_18", 2, 4,    465.765,    38.8619,    465.765,    38.8619,    465.765,    38.8619,          0,          0,   -457.682, 1.56207E-007,   -457.682, 2.08453E-007,   -457.682, 6.79115E-008,          0,          0
"Transformer.trt_19", 2, 4,     127.29,    10.6205,     127.29,    10.6205,     127.29,    10.6205,          0,          0,   -125.081, 8.9464E-008,   -125.081, 8.81937E-008,   -125.081, -6.03108E-008,          0,          0
"Transformer.trt_20", 2, 4,    73.6942,    6.14873,    73.6942,    6.14873,    73.6942,    6.14873,          0,          0,   -72.4154, 6.48521E-008,   -72.4154, -9.37809E-008,   -72.4154, 9.68704E-008,          0,          0
"Transformer.trt_21", 2, 4,    89.7128,    7.48508,    89.7128,    7.48508,    89.7128,    7.48508,          0,          0,   -88.1561, 2.93908E-008,   -88.1561, 3.63923E-008,   -88.1561, 1.56753E-008,          0,          0
"Transformer.trt_22", 2, 4,    197.496,    16.4779,    197.496,    16.4779,    197.496,    16.4779,          0,          0,   -194.069, 6.92897E-008,   -194.069, 6.72711E-008,   -194.069, 4.26512E-008,          0,          0
"Transformer.trt_23", 2, 4,    287.875,    24.0185,    287.875,    24.0185,    287.875,    24.0185,          0,          0,    -282.88, 1.55934E-007,    -282.88, 2.30435E-007,    -282.88, -1.25173E-007,          0,          0
"Transformer.trt_24", 2, 4,    461.804,    38.5296,    461.804,    38.5296,    461.804,    38.5296,          0,          0,   -453.791, 1.31618E-007,   -453.791, 1.61216E-007,   -453.791, 1.23352E-007,          0,          0
"Transformer.trt_25", 2, 4,    635.616,    53.0307,    635.616,    53.0307,    635.616,    53.0307,          0,          0,   -624.587, -7.94731E-007,   -624.587, 9.38686E-007,   -624.587, 4.25968E-007,          0,          0
"Transformer.trt_26", 2, 4,    127.122,    10.6061,    127.122,    10.6061,    127.122,    10.6061,          0,          0,   -124.917, 8.25967E-008,   -124.917, 8.71047E-008,   -124.917, -5.57209E-008,          0,          0
"Transformer.trt_27", 2, 4,    345.903,    28.8594,    345.903,    28.8594,    345.903,    28.8594,          0,          0,   -339.901, 1.2714E-007,   -339.901, 1.13246E-007,   -339.901, 6.97451E-008,          0,          0
"Transformer.trt_28", 2, 4,    298.326,    24.8897,    298.326,    24.8897,    298.326,    24.8897,          0,          0,    -293.15, 2.58625E-007,    -293.15, -3.81172E-007,    -293.15, 3.89705E-007,          0,          0
"Transformer.trt_29", 2, 4,    214.043,    17.8579,    214.043,    17.8579,    214.043,    17.8579,          0,          0,   -210.329, 7.27553E-008,   -210.329, 8.73366E-008,   -210.329, 3.15814E-008,          0,          0
